Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Chapter Name,Movie ID,Movie Chapter,Movie Title,Release Year,Runtime,Budget,Box Office,Place Name,Place Category,Character Name,Species,Gender,House,Patronus,Wand (Wood),Wand (Core)
577,22,54,6,"You don't want me as your enemy, Quirrell.",Cloaked in darkness,1,22,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Restricted Section,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
578,22,54,41,W-what do you m-mean?,Cloaked in darkness,1,22,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Restricted Section,Hogwarts,Quirinus Quirrell,Human,Male,Ravenclaw,Unknown,Alder,Unicorn Hair
579,22,54,6,You know perfectly well what I mean.  We'll have another chat soon...when you've had time to decide where your loyalties lie.,Cloaked in darkness,1,22,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Restricted Section,Hogwarts,Severus Snape,Human,Male,Slytherin,Doe,Unknown,Unknown
580,22,54,35,"Oh, Professors. I found this, in the Restricted Section. It's still hot. That means there's a student out of bed.",Cloaked in darkness,1,22,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Restricted Section,Hogwarts,Argus Filch,Human,Male,Gryffindor,Unknown,Unknown,Unknown
581,23,65,1,Mum?  Dad?,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
582,23,65,1,"Ron! You've really got to see this! Ron! You've got to see this!  Ron, Ron, come on. Get out of bed!",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
583,23,65,2,Why?,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
584,23,65,1,"There's something you've got to see. Now, come on!",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
585,23,65,1,"Come on. Come. Come look, it's my parents!",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
586,23,65,2,I only see me.,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
587,23,65,1,"Look in properly. Go on. Stand there. There. You see them, don't you? Thats my dad",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
588,23,65,2,"That's me! Only, I'm head boy...and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
589,23,65,1,How can it? Both my parents are dead.,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
590,23,65,19,"Do you like yours, Ron?  Ron?",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,George Weasley,Human,Male,Gryffindor,Unknown,Unknown,Unknown
591,23,65,2,I'll be right back.  Want to play chess?,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
592,23,65,1,No.,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
593,23,65,2,We go and visit Hagrid?,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
594,23,65,1,No.,The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
595,23,65,2,"Harry, I know what you're thinking, but don't. There's something not quite right about that mirror.",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
596,23,65,4,"Back again, Harry?  I see that you, like so many before you, have discovered the delights of the Mirror of Erised. I trust by now you realize what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is.",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
597,23,65,1,"So, then it shows us what we want? Whatever we want?",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
598,23,65,4,"Yes...and no. It shows us nothing more or less than the deepest, most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live.",The Mirror of Erised,1,23,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Unknown Classroom,Hogwarts,Albus Dumbledore,Human,Male,Gryffindor,Phoenix,Elder,Thestral Tail Hair
599,24,44,1,"Hi, Hedwig.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
600,24,44,3,Look at you playing with your cards. Pathetic! We've got final exams coming up soon.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
601,24,44,2,I'm ready! Ask me any question.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
602,24,44,3,"All right, what are the three most crucial ingredients in a Forgetfulness Potion?",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
603,24,44,2,...I forgot.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
604,24,44,3,"And what, may I ask, do you plan to do if this comes up in the final exam?",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
605,24,44,2,Copy off you?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
606,24,44,3,"No, you won't! Besides, according to Professor McGonagall, we're to be given special quills bewitched with an anti-cheating spell.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
607,24,44,2,That's insulting! It's as if they don't trust us!  Dumbledore again!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
608,24,44,2,Leg-Locker Curse?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
609,24,44,1,Malfoy.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
610,24,44,2,"You have got to start standing up to people, Neville.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
611,24,44,10,How? I can barely stand at all!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Neville Longbottom,Human,Male,Gryffindor,Unknown,Cherry,Unicorn Hair
612,24,44,29,I'll do the counter-curse!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Seamus Finnigan,Human,Male,Gryffindor,Fox,Unknown,Unknown
613,24,44,10,"No, that's all I need... you to set my bloody kneecaps on fire!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Neville Longbottom,Human,Male,Gryffindor,Unknown,Cherry,Unicorn Hair
614,24,44,29,"I don't appreciate the insinuation, Longbottom. Besides, if anyone cares to notice, my eyebrows have completely grown back!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Seamus Finnigan,Human,Male,Gryffindor,Fox,Unknown,Unknown
615,24,44,1,I found him!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
616,24,44,2,Dumbledore is particularly famous for his defeat of the Dark Wizard Grindelwald in 1945,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
617,24,44,1,Go on.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
618,24,44,2,"-for his discovery of the 12 uses of Dragon Blood, and his work on alchemy with his partner Nicolas Flamel!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
619,24,44,1,I knew the name sounded familiar. I read it on the train that day.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
620,24,44,3,Follow me!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
621,24,44,10,"Hey, wait, where are you going? What about the counter-curse?!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Neville Longbottom,Human,Male,Gryffindor,Unknown,Cherry,Unicorn Hair
622,24,44,3,I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
623,24,44,2,This is light?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
624,24,44,3,"Of course! Here it is!  ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
625,24,44,2,The what?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
626,24,44,1,The what?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
627,24,44,3,"Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
628,24,44,2,Immortal?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
629,24,44,3,It means you'll never die.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
630,24,44,2,I know what it means!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
631,24,44,1,Shh!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
632,24,44,3,"""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Library,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
633,24,40,1,Hagrid!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
634,24,40,5,"Oh, hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
635,24,40,1,We know about the Philosopher's Stone!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
636,24,40,3,We know about the Philosopher's Stone!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
637,24,40,2,We know about the Philosopher's Stone!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
638,24,40,5,Oh.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
639,24,40,1,We think Snape's trying to steal it.,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
640,24,40,5,"Snape? Blimey, Harry, you're not still on about him, are you?",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
641,24,40,1,"Hagrid, we know he's after the Stone. We just don't know why.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
642,24,40,5,Snape is one of the teachers protecting the Stone! He's not about to steal it!,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
643,24,40,1,What?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
644,24,40,5,"You heard. Right. Come on, now, I'm a bit preoccupied today.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
645,24,40,1,Wait a minute.  One of the teachers?,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
646,24,40,3,"Of course! There are other things defending the Stone, aren't there? Spells, enchantments.",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Hermione Granger,Human,Female,Gryffindor,Otter,Vine,Dragon Heartstring
647,24,40,5,"That's right. Waste of bloody time, if you ask me.  Ain't no one gonna get past Fluffy. Hehe, not a soul knows how. Except for me and Dumbledore. I shouldn't have told you that. I shouldn't have told you that.  Oh!  Ooh! Ooh! Ooh! Ooh!",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
648,24,40,1,"Uh, Hagrid, what exactly is that?",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Harry Potter,Human,Male,Gryffindor,Stag,Holly,Phoenix Feather
649,24,40,5,That? It's a ... its um...,Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Rubeus Hagrid,Half-Human/Half-Giant,Male,Gryffindor,Unknown,Oak,Unknown
650,24,40,2,"I know what that is! But Hagrid, how did you get one?",Norbert,1,24,Harry Potter and the Philosopher's Stone,2001,152,125000000,1002000000,Hagrid's Hut,Hogwarts,Ron Weasley,Human,Male,Gryffindor,Jack Russell Terrier,Unknown,Unknown
